"Time","all-in-one"
2023-05-26 18:13:00,1.24
2023-05-26 18:13:30,3.55
2023-05-26 18:14:00,3.61
2023-05-26 18:14:30,3.62
2023-05-26 18:15:00,3.44
2023-05-26 18:15:30,3.57
2023-05-26 18:16:00,3.15
2023-05-26 18:16:30,3.64
2023-05-26 18:17:00,3.65
2023-05-26 18:17:30,3.65
2023-05-26 18:18:00,3.63
2023-05-26 18:18:30,3.26
2023-05-26 18:19:00,3.31
2023-05-26 18:19:30,3.68
2023-05-26 18:20:00,3.69
2023-05-26 18:20:30,3.32
2023-05-26 18:21:00,3.29
2023-05-26 18:21:30,3.67
2023-05-26 18:22:00,3.40
2023-05-26 18:22:30,2.94
2023-05-26 18:23:00,2.32

