"Time","all-in-one"
2023-05-27 11:13:00,0.0405
2023-05-27 11:13:30,0.0418
2023-05-27 11:14:00,2.19
2023-05-27 11:14:30,3.54
2023-05-27 11:15:00,3.39
2023-05-27 11:15:30,3.21
2023-05-27 11:16:00,3.40
2023-05-27 11:16:30,3.29
2023-05-27 11:17:00,3.12
2023-05-27 11:17:30,3.16
2023-05-27 11:18:00,3.17
2023-05-27 11:18:30,2.55
2023-05-27 11:19:00,3.18
2023-05-27 11:19:30,3.09
2023-05-27 11:20:00,3.17
2023-05-27 11:20:30,3.07
2023-05-27 11:21:00,3.19
2023-05-27 11:21:30,3.15
2023-05-27 11:22:00,3.19
2023-05-27 11:22:30,3.19
2023-05-27 11:23:00,3.23

