"Time","all-in-one"
2023-05-27 11:13:00,8163328
2023-05-27 11:13:30,9179136
2023-05-27 11:14:00,9179136
2023-05-27 11:14:30,18644992
2023-05-27 11:15:00,48394240
2023-05-27 11:15:30,47788032
2023-05-27 11:16:00,47788032
2023-05-27 11:16:30,77803520
2023-05-27 11:17:00,108335104
2023-05-27 11:17:30,108335104
2023-05-27 11:18:00,108335104
2023-05-27 11:18:30,108339200
2023-05-27 11:19:00,108339200
2023-05-27 11:19:30,109387776
2023-05-27 11:20:00,109387776
2023-05-27 11:20:30,109387776
2023-05-27 11:21:00,109387776
2023-05-27 11:21:30,109387776
2023-05-27 11:22:00,109387776
2023-05-27 11:22:30,109391872
2023-05-27 11:23:00,109391872

