sep=,
"Time","all-in-one"
2023-03-30 13:11:00,18075648
2023-03-30 13:11:30,20140032
2023-03-30 13:12:00,29257728
2023-03-30 13:12:30,32403456
2023-03-30 13:13:00,52240384
2023-03-30 13:13:30,86839296
2023-03-30 13:14:00,86990848
2023-03-30 13:14:30,86536192
2023-03-30 13:15:00,84443136
2023-03-30 13:15:30,84578304
2023-03-30 13:16:00,86675456
2023-03-30 13:16:30,88793088
2023-03-30 13:17:00,88793088
2023-03-30 13:17:30,90820608
2023-03-30 13:18:00,99172352
2023-03-30 13:18:30,57110528
2023-03-30 13:19:00,52543488
2023-03-30 13:19:30,80347136
2023-03-30 13:20:00,78254080
2023-03-30 13:20:30,98725888
2023-03-30 13:21:00,98709504

