sep=,
"Time","all-in-one"
2023-03-30 13:11:00,1948430336
2023-03-30 13:11:30,2345402368
2023-03-30 13:12:00,2461421568
2023-03-30 13:12:30,2657669120
2023-03-30 13:13:00,2794524672
2023-03-30 13:13:30,3006676992
2023-03-30 13:14:00,3713732608
2023-03-30 13:14:30,4076998656
2023-03-30 13:15:00,4729954304
2023-03-30 13:15:30,5078904832
2023-03-30 13:16:00,5422571520
2023-03-30 13:16:30,6235766784
2023-03-30 13:17:00,6768693248
2023-03-30 13:17:30,7389773824
2023-03-30 13:18:00,7550963712
2023-03-30 13:18:30,5742342144
2023-03-30 13:19:00,5791490048
2023-03-30 13:19:30,5031030784
2023-03-30 13:20:00,5079285760
2023-03-30 13:20:30,5128327168
2023-03-30 13:21:00,3813433344

