"Time","by-stack"
2024-02-27 05:01:30,0.689
2024-02-27 05:02:00,3.04
2024-02-27 05:02:30,4.76
2024-02-27 05:03:00,4.67
2024-02-27 05:03:30,4.95
2024-02-27 05:04:00,5.18
2024-02-27 05:04:30,5.10
2024-02-27 05:05:00,4.89
2024-02-27 05:05:30,4.93
2024-02-27 05:06:00,5.30
2024-02-27 05:06:30,5.18
2024-02-27 05:07:00,5.53
2024-02-27 05:07:30,5.32
2024-02-27 05:08:00,5.37
2024-02-27 05:08:30,5.38
2024-02-27 05:09:00,5.53
2024-02-27 05:09:30,4.99
2024-02-27 05:10:00,5.25
2024-02-27 05:10:30,5.38
2024-02-27 05:11:00,5.40
2024-02-27 05:11:30,4.43
