"Time","all-in-one"
2023-05-27 23:09:00,2074824704
2023-05-27 23:09:30,2195607552
2023-05-27 23:10:00,2301108224
2023-05-27 23:10:30,2335305728
2023-05-27 23:11:00,2356232192
2023-05-27 23:11:30,2395275264
2023-05-27 23:12:00,2415603712
2023-05-27 23:12:30,2454081536
2023-05-27 23:13:00,2474999808
2023-05-27 23:13:30,2478010368
2023-05-27 23:14:00,2479697920
2023-05-27 23:14:30,2505822208
2023-05-27 23:15:00,2510409728
2023-05-27 23:15:30,2527129600
2023-05-27 23:16:00,2549207040
2023-05-27 23:16:30,2556383232
2023-05-27 23:17:00,2556796928
2023-05-27 23:17:30,2555420672
2023-05-27 23:18:00,2576506880
2023-05-27 23:18:30,2566283264
2023-05-27 23:19:00,2577330176

