"Time","all-in-one"
2023-05-27 23:09:00,12857344
2023-05-27 23:09:30,12873728
2023-05-27 23:10:00,13082624
2023-05-27 23:10:30,31186944
2023-05-27 23:11:00,31535104
2023-05-27 23:11:30,62414848
2023-05-27 23:12:00,62418944
2023-05-27 23:12:30,96358400
2023-05-27 23:13:00,96886784
2023-05-27 23:13:30,111083520
2023-05-27 23:14:00,111087616
2023-05-27 23:14:30,112140288
2023-05-27 23:15:00,112140288
2023-05-27 23:15:30,107950080
2023-05-27 23:16:00,107950080
2023-05-27 23:16:30,107950080
2023-05-27 23:17:00,107950080
2023-05-27 23:17:30,110047232
2023-05-27 23:18:00,110047232
2023-05-27 23:18:30,114241536
2023-05-27 23:19:00,114241536

