"Time","all-in-one"
2023-05-27 23:09:00,0.0401
2023-05-27 23:09:30,1.06
2023-05-27 23:10:00,3.01
2023-05-27 23:10:30,3.21
2023-05-27 23:11:00,3.35
2023-05-27 23:11:30,3.24
2023-05-27 23:12:00,3.35
2023-05-27 23:12:30,3.25
2023-05-27 23:13:00,3.13
2023-05-27 23:13:30,3.18
2023-05-27 23:14:00,3.13
2023-05-27 23:14:30,3.11
2023-05-27 23:15:00,3.16
2023-05-27 23:15:30,3.22
2023-05-27 23:16:00,3.17
2023-05-27 23:16:30,3.13
2023-05-27 23:17:00,3.03
2023-05-27 23:17:30,2.77
2023-05-27 23:18:00,3.16
2023-05-27 23:18:30,3.13
2023-05-27 23:19:00,3.11

