"Time","by-stack"
2024-02-27 01:12:00,0.845
2024-02-27 01:12:30,3.01
2024-02-27 01:13:00,4.13
2024-02-27 01:13:30,4.54
2024-02-27 01:14:00,3.47
2024-02-27 01:14:30,3.51
2024-02-27 01:15:00,4.35
2024-02-27 01:15:30,4.85
2024-02-27 01:16:00,5.24
2024-02-27 01:16:30,5.18
2024-02-27 01:17:00,5.36
2024-02-27 01:17:30,5.17
2024-02-27 01:18:00,5.38
2024-02-27 01:18:30,5.34
2024-02-27 01:19:00,5.36
2024-02-27 01:19:30,5.27
2024-02-27 01:20:00,5.59
2024-02-27 01:20:30,5.51
2024-02-27 01:21:00,5.37
2024-02-27 01:21:30,5.48
2024-02-27 01:22:00,4.50
