"Time","by-stack"
2024-02-27 01:12:00,2273660928
2024-02-27 01:12:30,3018350592
2024-02-27 01:13:00,3324719104
2024-02-27 01:13:30,3797364736
2024-02-27 01:14:00,3866861568
2024-02-27 01:14:30,4073295872
2024-02-27 01:15:00,4223090688
2024-02-27 01:15:30,4302667776
2024-02-27 01:16:00,4332068864
2024-02-27 01:16:30,4385071104
2024-02-27 01:17:00,4499488768
2024-02-27 01:17:30,4510429184
2024-02-27 01:18:00,4540289024
2024-02-27 01:18:30,4569018368
2024-02-27 01:19:00,4577546240
2024-02-27 01:19:30,4583878656
2024-02-27 01:20:00,4584452096
2024-02-27 01:20:30,4582973440
2024-02-27 01:21:00,4583321600
2024-02-27 01:21:30,4609531904
2024-02-27 01:22:00,4615696384
