"Time","all-in-one - allinone","all-in-one - carts-db","all-in-one - catalogue-db","all-in-one - orders-db","all-in-one - rabbitmq","all-in-one - rabbitmq-exporter","all-in-one - session-db","all-in-one - user-db"
2024-02-27 02:55:45,1,1,1,1,1,1,1,1
2024-02-27 02:56:00,1,1,1,1,1,1,1,1
2024-02-27 02:56:15,1,1,1,1,1,1,1,1
2024-02-27 02:56:30,1,1,1,1,1,1,1,1
2024-02-27 02:56:45,1,1,1,1,1,1,1,1
2024-02-27 02:57:00,1,1,1,1,1,1,1,1
2024-02-27 02:57:15,2,1,1,1,1,1,1,1
2024-02-27 02:57:30,2,1,1,1,1,1,1,1
2024-02-27 02:57:45,2,1,1,1,1,1,1,1
2024-02-27 02:58:00,2,1,1,1,1,1,1,1
2024-02-27 02:58:15,2,1,1,1,1,1,1,1
2024-02-27 02:58:30,2,1,1,1,1,1,1,1
2024-02-27 02:58:45,2,1,1,1,1,1,1,1
2024-02-27 02:59:00,2,1,1,1,1,1,1,1
2024-02-27 02:59:15,2,1,1,1,1,1,1,1
2024-02-27 02:59:30,2,1,1,1,1,1,1,1
2024-02-27 02:59:45,2,1,1,1,1,1,1,1
2024-02-27 03:00:00,2,1,1,1,1,1,1,1
2024-02-27 03:00:15,2,1,1,1,1,1,1,1
2024-02-27 03:00:30,2,1,1,1,1,1,1,1
2024-02-27 03:00:45,2,1,1,1,1,1,1,1
2024-02-27 03:01:00,2,1,1,1,1,1,1,1
2024-02-27 03:01:15,2,1,1,1,1,1,1,1
2024-02-27 03:01:30,2,1,1,1,1,1,1,1
2024-02-27 03:01:45,2,1,1,1,1,1,1,1
2024-02-27 03:02:00,2,1,1,1,1,1,1,1
2024-02-27 03:02:15,2,1,1,1,1,1,1,1
2024-02-27 03:02:30,2,1,1,1,1,1,1,1
2024-02-27 03:02:45,2,1,1,1,1,1,1,1
2024-02-27 03:03:00,2,1,1,1,1,1,1,1
2024-02-27 03:03:15,2,1,1,1,1,1,1,1
2024-02-27 03:03:30,2,1,1,1,1,1,1,1
2024-02-27 03:03:45,2,1,1,1,1,1,1,1
2024-02-27 03:04:00,2,1,1,1,1,1,1,1
2024-02-27 03:04:15,2,1,1,1,1,1,1,1
2024-02-27 03:04:30,2,1,1,1,1,1,1,1
2024-02-27 03:04:45,2,1,1,1,1,1,1,1
2024-02-27 03:05:00,2,1,1,1,1,1,1,1
2024-02-27 03:05:15,2,1,1,1,1,1,1,1
2024-02-27 03:05:30,2,1,1,1,1,1,1,1
2024-02-27 03:05:45,2,1,1,1,1,1,1,1
