"Time","all-in-one"
2024-02-27 02:55:30,2170744832
2024-02-27 02:56:00,2412609536
2024-02-27 02:56:30,3457753088
2024-02-27 02:57:00,3882733568
2024-02-27 02:57:30,4407377920
2024-02-27 02:58:00,4549595136
2024-02-27 02:58:30,4622348288
2024-02-27 02:59:00,4687659008
2024-02-27 02:59:30,4764884992
2024-02-27 03:00:00,4831354880
2024-02-27 03:00:30,4956762112
2024-02-27 03:01:00,5022134272
2024-02-27 03:01:30,5054926848
2024-02-27 03:02:00,5057708032
2024-02-27 03:02:30,5115187200
2024-02-27 03:03:00,5112987648
2024-02-27 03:03:30,5088522240
2024-02-27 03:04:00,5101449216
2024-02-27 03:04:30,5093879808
2024-02-27 03:05:00,5090885632
2024-02-27 03:05:30,5137870848
