"Time","by-dependencies"
2024-01-23 05:04:30,2334892032
2024-01-23 05:05:00,2598264832
2024-01-23 05:05:30,2981007360
2024-01-23 05:06:00,3890442240
2024-01-23 05:06:30,4306755584
2024-01-23 05:07:00,4541247488
2024-01-23 05:07:30,4840091648
2024-01-23 05:08:00,5122342912
2024-01-23 05:08:30,5276426240
2024-01-23 05:09:00,5351288832
2024-01-23 05:09:30,5673472000
2024-01-23 05:10:00,5905715200
2024-01-23 05:10:30,6057508864
2024-01-23 05:11:00,6147948544
2024-01-23 05:11:30,6191128576
2024-01-23 05:12:00,6212698112
2024-01-23 05:12:30,6263889920
2024-01-23 05:13:00,6241718272
2024-01-23 05:13:30,6259621888
2024-01-23 05:14:00,6620385280
2024-01-23 05:14:30,6838808576
