"Time","by-dependencies - by-dependencies","by-dependencies - carts","by-dependencies - carts-db","by-dependencies - catalogue","by-dependencies - catalogue-db","by-dependencies - front-end","by-dependencies - orders-db","by-dependencies - queue-master","by-dependencies - rabbitmq","by-dependencies - rabbitmq-exporter","by-dependencies - session-db","by-dependencies - user","by-dependencies - user-db"
2024-01-23 05:04:45,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-01-23 05:05:00,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-01-23 05:05:15,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-01-23 05:05:30,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-01-23 05:05:45,1,1,1,1,1,1,1,1,1,1,1,1,1
2024-01-23 05:06:00,1,1,1,1,1,1,1,1,1,1,1,2,1
2024-01-23 05:06:15,1,1,1,1,1,1,1,1,1,1,1,2,1
2024-01-23 05:06:30,1,2,1,1,1,2,1,1,1,1,1,2,1
2024-01-23 05:06:45,1,2,1,1,1,2,1,1,1,1,1,2,1
2024-01-23 05:07:00,1,2,1,1,1,2,1,1,1,1,1,2,1
2024-01-23 05:07:15,1,2,1,1,1,2,1,2,1,1,1,2,1
2024-01-23 05:07:30,2,2,1,1,1,2,1,2,1,1,1,2,1
2024-01-23 05:07:45,2,2,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:08:00,2,2,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:08:15,2,2,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:08:30,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:08:45,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:09:00,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:09:15,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:09:30,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:09:45,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:10:00,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:10:15,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:10:30,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:10:45,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:11:00,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:11:15,2,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:11:30,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:11:45,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:12:00,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:12:15,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:12:30,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:12:45,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:13:00,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:13:15,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:13:30,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:13:45,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:14:00,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:14:15,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:14:30,3,3,1,2,1,2,1,2,1,1,1,2,1
2024-01-23 05:14:45,3,3,1,2,1,2,1,2,1,1,1,2,1
