"Time","by-dependencies"
2024-01-23 05:04:30,16007168
2024-01-23 05:05:00,20156416
2024-01-23 05:05:30,42876928
2024-01-23 05:06:00,47697920
2024-01-23 05:06:30,92135424
2024-01-23 05:07:00,93642752
2024-01-23 05:07:30,160477184
2024-01-23 05:08:00,160481280
2024-01-23 05:08:30,197132288
2024-01-23 05:09:00,202911744
2024-01-23 05:09:30,234070016
2024-01-23 05:10:00,252485632
2024-01-23 05:10:30,291495936
2024-01-23 05:11:00,291495936
2024-01-23 05:11:30,315846656
2024-01-23 05:12:00,328429568
2024-01-23 05:12:30,363905024
2024-01-23 05:13:00,382296064
2024-01-23 05:13:30,393510912
2024-01-23 05:14:00,393551872
2024-01-23 05:14:30,427147264
