Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,36541,0,260,239.15319777783859,5,530,8688.0,60.90129507566059,0.0,260,290,300,310,330,350,380,400,440,480,530
GET,/basket.html,36428,0,230,214.40155924014493,5,630,23020.0,60.71296289144151,0.0,230,260,280,290,320,350,390,410,490,580,630
DELETE,/cart,36255,0,410,378.5155702661702,7,2857,0.0,60.42463131737158,0.0,410,460,480,500,540,590,650,710,1100,2700,2900
POST,/cart,36454,1,680,632.5943106380644,17,3260,0.0017556372414549843,60.75629596037687,0.0016666564975140415,680,750,790,820,890,960,1100,1100,2100,2900,3300
GET,/category.html,36477,0,220,198.77975162431122,5,523,11518.0,60.79462905981969,0.0,220,240,260,270,300,320,350,380,440,490,520
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,4027,0,230,207.71492426123666,5,498,10364.0,6.7116257154890455,0.0,230,260,270,280,310,330,370,390,440,500,500
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,4014,0,230,208.7272047832586,5,524,10364.0,6.689959181021362,0.0,230,260,270,280,310,340,370,390,480,520,520
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,4064,0,230,207.87376968503938,5,564,10364.0,6.773292005897065,0.0,230,260,270,280,310,330,360,390,480,560,560
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,4087,0,230,209.10374357719598,5,520,10364.0,6.811625105339887,0.0,230,260,270,280,310,340,370,390,450,520,520
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,4106,0,230,207.27374573794447,5,493,10364.0,6.8432915787926545,0.0,230,260,270,280,310,330,360,380,450,490,490
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,4069,0,230,210.28876873924798,5,500,10364.0,6.781625288384635,0.0,230,260,270,280,310,340,370,390,450,500,500
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,4123,0,230,206.2420567547902,5,570,10364.0,6.871624739250393,0.0,230,260,270,280,310,330,360,380,450,570,570
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,3997,0,230,206.6159619714786,5,460,10364.0,6.661626020563624,0.0,230,260,270,280,310,330,360,390,450,460,460
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,3977,0,230,209.6653256223284,5,495,10364.0,6.628292890613343,0.0,230,260,270,280,310,340,380,390,460,500,500
GET,/login,36499,0,660,610.2443080632346,35,3046,12.997506781007699,60.831295502765,0.0,660,730,760,790,850,890,970,1000,1500,2200,3000
POST,/orders,36283,0,1200,1217.409062095196,61,4644,608.0940936526748,60.47129769930197,0.0,1200,1400,1500,1600,1800,2000,2400,2600,3300,4100,4600
,Aggregated,291401,1,300,461.97060408166067,5,4644,6783.208321179406,485.66537003208924,0.0016666564975140415,300,470,650,730,960,1300,1700,1900,2700,3400,4600
