"Time","by-dependencies"
2023-05-28 19:07:00,0.0382
2023-05-28 19:07:30,1.05
2023-05-28 19:08:00,2.97
2023-05-28 19:08:30,2.96
2023-05-28 19:09:00,2.96
2023-05-28 19:09:30,2.92
2023-05-28 19:10:00,3.18
2023-05-28 19:10:30,2.90
2023-05-28 19:11:00,3.19
2023-05-28 19:11:30,3.00
2023-05-28 19:12:00,3.16
2023-05-28 19:12:30,2.78
2023-05-28 19:13:00,3.29
2023-05-28 19:13:30,2.91
2023-05-28 19:14:00,2.95
2023-05-28 19:14:30,2.89
2023-05-28 19:15:00,3.21
2023-05-28 19:15:30,3.15
2023-05-28 19:16:00,3.27
2023-05-28 19:16:30,2.89
2023-05-28 19:17:00,2.97

