"Time","by-dependencies"
2023-05-28 19:07:00,8052736
2023-05-28 19:07:30,9129984
2023-05-28 19:08:00,9355264
2023-05-28 19:08:30,35479552
2023-05-28 19:09:00,39411712
2023-05-28 19:09:30,83492864
2023-05-28 19:10:00,83492864
2023-05-28 19:10:30,107679744
2023-05-28 19:11:00,113422336
2023-05-28 19:11:30,145788928
2023-05-28 19:12:00,158371840
2023-05-28 19:12:30,182657024
2023-05-28 19:13:00,184270848
2023-05-28 19:13:30,203710464
2023-05-28 19:14:00,220008448
2023-05-28 19:14:30,238923776
2023-05-28 19:15:00,242634752
2023-05-28 19:15:30,269418496
2023-05-28 19:16:00,269418496
2023-05-28 19:16:30,276840448
2023-05-28 19:17:00,276840448

