"workload","scenario","Min","First.Quartile","Median","Third.Quartile","Maximum"
"300","benchmark",0.00499372123564653,0.00833329221295408,0.00999999541330875,0.0116674513112683,0.0149743053439538
"300","all-in-one",0,0.00166665649751404,0.00333337248679322,0.00666700054887103,0.00833365349211425
"300","by-stack",0.00499138402866356,0.0066665825139178,0.00915187829333676,0.0100000155925994,0.0116675422948104
"300","by-dependencies",0.0016644098345598,0.00665791445863611,0.00833343640573267,0.00999930027851385,0.0116479009875096
"2400","benchmark",0.0399979484974542,0.0416651757098304,0.0449974180459293,0.181659643638115,0.247906851168727
"2400","all-in-one",0.0466630769815492,0.048257457490676,0.0557900249641269,0.0583290690420264,0.0583290690420264
"2400","by-stack",0.0466653096249285,0.0482641782565997,0.052447729676573,0.0582410498763278,0.0582410498763278
"2400","by-dependencies",0.0432580828571694,0.0433296699137699,0.0457905072896441,0.0482490497102538,0.0482490497102538
"4500","benchmark",28.5596810158001,34.4087012269796,39.3671135200003,43.8540880229317,45.1514262065966
"4500","all-in-one",29.3687918986058,31.1332398202572,36.5118987692914,38.1319231105384,39.159796048905
"4500","by-stack",34.8778366193568,39.7573812492167,44.1483091113302,49.3159485232459,54.6381157041898
"4500","by-dependencies",45.7848098201507,45.7848098201507,46.9887628338535,49.3947745859915,49.5645223598377
