"Time","by-dependencies"
2023-05-27 13:42:30,0.0366
2023-05-27 13:43:00,0.758
2023-05-27 13:43:30,2.78
2023-05-27 13:44:00,3.22
2023-05-27 13:44:30,3.32
2023-05-27 13:45:00,3.36
2023-05-27 13:45:30,3.42
2023-05-27 13:46:00,3.31
2023-05-27 13:46:30,3.52
2023-05-27 13:47:00,3.41
2023-05-27 13:47:30,3.39
2023-05-27 13:48:00,3.46
2023-05-27 13:48:30,3.35
2023-05-27 13:49:00,3.57
2023-05-27 13:49:30,3.47
2023-05-27 13:50:00,3.16
2023-05-27 13:50:30,3.45
2023-05-27 13:51:00,3.51
2023-05-27 13:51:30,3.32
2023-05-27 13:52:00,3.31
2023-05-27 13:52:30,3.32

