"Time","by-dependencies"
2023-05-27 13:42:30,4943872
2023-05-27 13:43:00,4943872
2023-05-27 13:43:30,18825216
2023-05-27 13:44:00,20234240
2023-05-27 13:44:30,45023232
2023-05-27 13:45:00,54460416
2023-05-27 13:45:30,84037632
2023-05-27 13:46:00,100265984
2023-05-27 13:46:30,142729216
2023-05-27 13:47:00,144277504
2023-05-27 13:47:30,169930752
2023-05-27 13:48:00,175742976
2023-05-27 13:48:30,204619776
2023-05-27 13:49:00,211480576
2023-05-27 13:49:30,238829568
2023-05-27 13:50:00,243023872
2023-05-27 13:50:30,251412480
2023-05-27 13:51:00,248348672
2023-05-27 13:51:30,272855040
2023-05-27 13:52:00,272793600
2023-05-27 13:52:30,284852224

