"Time","by-stack"
2024-01-19 16:21:00,6688768
2024-01-19 16:21:30,9687040
2024-01-19 16:22:00,10207232
2024-01-19 16:22:30,30253056
2024-01-19 16:23:00,40206336
2024-01-19 16:23:30,68833280
2024-01-19 16:24:00,75124736
2024-01-19 16:24:30,119341056
2024-01-19 16:25:00,120913920
2024-01-19 16:25:30,149622784
2024-01-19 16:26:00,161673216
2024-01-19 16:26:30,189030400
2024-01-19 16:27:00,194273280
2024-01-19 16:27:30,212963328
2024-01-19 16:28:00,220504064
2024-01-19 16:28:30,265650176
2024-01-19 16:29:00,281260032
2024-01-19 16:29:30,300974080
2024-01-19 16:30:00,316153856
2024-01-19 16:30:30,358658048
2024-01-19 16:31:00,367616000
