"Time","Total Cost"
2024-01-19 16:22:00,66.49
2024-01-19 16:22:15,120.75
2024-01-19 16:22:30,120.75
2024-01-19 16:22:45,120.75
2024-01-19 16:23:00,120.75
2024-01-19 16:23:15,169.78
2024-01-19 16:23:30,169.78
2024-01-19 16:23:45,169.78
2024-01-19 16:24:00,169.78
2024-01-19 16:24:15,162.78
2024-01-19 16:24:30,162.78
2024-01-19 16:24:45,162.78
2024-01-19 16:25:00,162.78
2024-01-19 16:25:15,181.47
2024-01-19 16:25:30,181.47
2024-01-19 16:25:45,181.47
2024-01-19 16:26:00,181.47
2024-01-19 16:26:15,190.09
2024-01-19 16:26:30,190.09
2024-01-19 16:26:45,190.09
2024-01-19 16:27:00,190.09
2024-01-19 16:27:15,210.81
2024-01-19 16:27:30,210.81
2024-01-19 16:27:45,210.81
2024-01-19 16:28:00,210.81
2024-01-19 16:28:15,204.24
2024-01-19 16:28:30,204.24
2024-01-19 16:28:45,204.24
2024-01-19 16:29:00,204.24
2024-01-19 16:29:15,203.06
2024-01-19 16:29:30,203.06
2024-01-19 16:29:45,203.06
2024-01-19 16:30:00,203.06
2024-01-19 16:30:15,203.81
2024-01-19 16:30:30,203.81
2024-01-19 16:30:45,203.81
2024-01-19 16:31:00,203.81
2024-01-19 16:31:15,204.26
2024-01-19 16:31:30,204.26
2024-01-19 16:31:45,204.26
2024-01-19 16:32:00,204.26
