"Time","by-stack"
2024-01-19 16:21:15,3
2024-01-19 16:21:30,3
2024-01-19 16:21:45,3
2024-01-19 16:22:00,4
2024-01-19 16:22:15,5
2024-01-19 16:22:30,5
2024-01-19 16:22:45,5
2024-01-19 16:23:00,5
2024-01-19 16:23:15,5
2024-01-19 16:23:30,6
2024-01-19 16:23:45,6
2024-01-19 16:24:00,6
2024-01-19 16:24:15,6
2024-01-19 16:24:30,6
2024-01-19 16:24:45,6
2024-01-19 16:25:00,6
2024-01-19 16:25:15,6
2024-01-19 16:25:30,6
2024-01-19 16:25:45,6
2024-01-19 16:26:00,6
2024-01-19 16:26:15,7
2024-01-19 16:26:30,7
2024-01-19 16:26:45,8
2024-01-19 16:27:00,8
2024-01-19 16:27:15,8
2024-01-19 16:27:30,8
2024-01-19 16:27:45,8
2024-01-19 16:28:00,8
2024-01-19 16:28:15,8
2024-01-19 16:28:30,8
2024-01-19 16:28:45,8
2024-01-19 16:29:00,8
2024-01-19 16:29:15,8
2024-01-19 16:29:30,8
2024-01-19 16:29:45,8
2024-01-19 16:30:00,8
2024-01-19 16:30:15,8
2024-01-19 16:30:30,8
2024-01-19 16:30:45,8
2024-01-19 16:31:00,8
2024-01-19 16:31:15,8
