"Time","by-dependencies"
2023-05-26 15:36:00,3313664
2023-05-26 15:36:30,3428352
2023-05-26 15:37:00,16347136
2023-05-26 15:37:30,17158144
2023-05-26 15:38:00,49942528
2023-05-26 15:38:30,53305344
2023-05-26 15:39:00,57499648
2023-05-26 15:39:30,84299776
2023-05-26 15:40:00,127324160
2023-05-26 15:40:30,135712768
2023-05-26 15:41:00,165474304
2023-05-26 15:41:30,165478400
2023-05-26 15:42:00,194879488
2023-05-26 15:42:30,202788864
2023-05-26 15:43:00,220336128
2023-05-26 15:43:30,235016192
2023-05-26 15:44:00,242786304
2023-05-26 15:44:30,244633600
2023-05-26 15:45:00,268967936
2023-05-26 15:45:30,268967936
2023-05-26 15:46:00,287096832

