"Time","by-dependencies"
2023-05-26 15:36:00,0.0382
2023-05-26 15:36:30,0.570
2023-05-26 15:37:00,3.31
2023-05-26 15:37:30,3.32
2023-05-26 15:38:00,3.50
2023-05-26 15:38:30,2.94
2023-05-26 15:39:00,3.22
2023-05-26 15:39:30,3.45
2023-05-26 15:40:00,3.51
2023-05-26 15:40:30,3.26
2023-05-26 15:41:00,3.19
2023-05-26 15:41:30,3.38
2023-05-26 15:42:00,3.53
2023-05-26 15:42:30,3.53
2023-05-26 15:43:00,3.49
2023-05-26 15:43:30,3.32
2023-05-26 15:44:00,3.40
2023-05-26 15:44:30,3.22
2023-05-26 15:45:00,3.33
2023-05-26 15:45:30,3.45
2023-05-26 15:46:00,3.42

