"Time","by-dependencies"
2023-05-26 15:36:00,2058162176
2023-05-26 15:36:30,2298429440
2023-05-26 15:37:00,2483314688
2023-05-26 15:37:30,2627682304
2023-05-26 15:38:00,2666283008
2023-05-26 15:38:30,2702811136
2023-05-26 15:39:00,2712719360
2023-05-26 15:39:30,2796601344
2023-05-26 15:40:00,2853830656
2023-05-26 15:40:30,2854662144
2023-05-26 15:41:00,2915733504
2023-05-26 15:41:30,2933067776
2023-05-26 15:42:00,2958102528
2023-05-26 15:42:30,2968104960
2023-05-26 15:43:00,2997215232
2023-05-26 15:43:30,2992304128
2023-05-26 15:44:00,3020402688
2023-05-26 15:44:30,3003564032
2023-05-26 15:45:00,3010052096
2023-05-26 15:45:30,3010785280
2023-05-26 15:46:00,3010854912

