"Time","Total Cost"
2023-05-26 15:38:45,69.09
2023-05-26 15:39:00,117.49
2023-05-26 15:39:15,117.49
2023-05-26 15:39:30,117.49
2023-05-26 15:39:45,117.49
2023-05-26 15:40:00,106.33
2023-05-26 15:40:15,106.33
2023-05-26 15:40:30,106.33
2023-05-26 15:40:45,106.33
2023-05-26 15:41:00,123.66
2023-05-26 15:41:15,123.66
2023-05-26 15:41:30,123.66
2023-05-26 15:41:45,123.66
2023-05-26 15:42:00,122.59
2023-05-26 15:42:15,122.59
2023-05-26 15:42:30,122.59
2023-05-26 15:42:45,122.59
2023-05-26 15:43:00,123.24
2023-05-26 15:43:15,123.24
2023-05-26 15:43:30,123.24
2023-05-26 15:43:45,123.24
2023-05-26 15:44:00,132.39
2023-05-26 15:44:15,132.39
2023-05-26 15:44:30,132.39
2023-05-26 15:44:45,132.39
2023-05-26 15:45:00,127.58
2023-05-26 15:45:15,127.58
2023-05-26 15:45:30,127.58
2023-05-26 15:45:45,127.58
2023-05-26 15:46:00,129.23
2023-05-26 15:46:15,129.23
2023-05-26 15:46:30,129.23
2023-05-26 15:46:45,129.23
2023-05-26 15:47:00,118.29
2023-05-26 15:47:15,118.29
2023-05-26 15:47:30,118.29
2023-05-26 15:47:45,118.29
2023-05-26 15:48:00,120.56
2023-05-26 15:48:15,120.56
2023-05-26 15:48:30,120.56
2023-05-26 15:48:45,120.56

