"Time","by-stack"
2024-01-23 00:06:00,14041088
2024-01-23 00:06:30,18784256
2024-01-23 00:07:00,19042304
2024-01-23 00:07:30,47034368
2024-01-23 00:08:00,75927552
2024-01-23 00:08:30,88567808
2024-01-23 00:09:00,90640384
2024-01-23 00:09:30,124932096
2024-01-23 00:10:00,128602112
2024-01-23 00:10:30,173023232
2024-01-23 00:11:00,183046144
2024-01-23 00:11:30,203591680
2024-01-23 00:12:00,217288704
2024-01-23 00:12:30,239357952
2024-01-23 00:13:00,246976512
2024-01-23 00:13:30,300314624
2024-01-23 00:14:00,309010432
2024-01-23 00:14:30,326434816
2024-01-23 00:15:00,330080256
2024-01-23 00:15:30,360087552
2024-01-23 00:16:00,371179520
