"Time","by-stack"
2024-01-23 00:06:15,3
2024-01-23 00:06:30,3
2024-01-23 00:06:45,3
2024-01-23 00:07:00,4
2024-01-23 00:07:15,4
2024-01-23 00:07:30,4
2024-01-23 00:07:45,4
2024-01-23 00:08:00,4
2024-01-23 00:08:15,4
2024-01-23 00:08:30,6
2024-01-23 00:08:45,6
2024-01-23 00:09:00,6
2024-01-23 00:09:15,6
2024-01-23 00:09:30,6
2024-01-23 00:09:45,6
2024-01-23 00:10:00,6
2024-01-23 00:10:15,6
2024-01-23 00:10:30,6
2024-01-23 00:10:45,6
2024-01-23 00:11:00,6
2024-01-23 00:11:15,7
2024-01-23 00:11:30,8
2024-01-23 00:11:45,8
2024-01-23 00:12:00,8
2024-01-23 00:12:15,8
2024-01-23 00:12:30,8
2024-01-23 00:12:45,8
2024-01-23 00:13:00,8
2024-01-23 00:13:15,8
2024-01-23 00:13:30,8
2024-01-23 00:13:45,8
2024-01-23 00:14:00,8
2024-01-23 00:14:15,8
2024-01-23 00:14:30,8
2024-01-23 00:14:45,8
2024-01-23 00:15:00,8
2024-01-23 00:15:15,8
2024-01-23 00:15:30,8
2024-01-23 00:15:45,8
2024-01-23 00:16:00,8
2024-01-23 00:16:15,8
