"Time","all-in-one"
2023-05-26 15:14:00,2113536
2023-05-26 15:14:30,2322432
2023-05-26 15:15:00,6492160
2023-05-26 15:15:30,8572928
2023-05-26 15:16:00,40898560
2023-05-26 15:16:30,42962944
2023-05-26 15:17:00,74850304
2023-05-26 15:17:30,78626816
2023-05-26 15:18:00,117022720
2023-05-26 15:18:30,122306560
2023-05-26 15:19:00,113917952
2023-05-26 15:19:30,113922048
2023-05-26 15:20:00,116019200
2023-05-26 15:20:30,121827328
2023-05-26 15:21:00,134926336
2023-05-26 15:21:30,149282816
2023-05-26 15:22:00,134090752
2023-05-26 15:22:30,135794688
2023-05-26 15:23:00,138915840
2023-05-26 15:23:30,148918272
2023-05-26 15:24:00,148393984

