"Time","all-in-one - allinone","all-in-one - carts-db","all-in-one - catalogue-db","all-in-one - orders-db","all-in-one - rabbitmq","all-in-one - rabbitmq-exporter","all-in-one - session-db","all-in-one - user-db"
2023-05-28 20:22:45,1,1,1,1,1,1,1,1
2023-05-28 20:23:00,1,1,1,1,1,1,1,1
2023-05-28 20:23:15,1,1,1,1,1,1,1,1
2023-05-28 20:23:30,1,1,1,1,1,1,1,1
2023-05-28 20:23:45,1,1,1,1,1,1,1,1
2023-05-28 20:24:00,1,1,1,1,1,1,1,1
2023-05-28 20:24:15,1,1,1,1,1,1,1,1
2023-05-28 20:24:30,1,1,1,1,1,1,1,1
2023-05-28 20:24:45,1,1,1,1,1,1,1,1
2023-05-28 20:25:00,1,1,1,1,1,1,1,1
2023-05-28 20:25:15,1,1,1,1,1,1,1,1
2023-05-28 20:25:30,1,1,1,1,1,1,1,1
2023-05-28 20:25:45,1,1,1,1,1,1,1,1
2023-05-28 20:26:00,1,1,1,1,1,1,1,1
2023-05-28 20:26:15,1,1,1,1,1,1,1,1
2023-05-28 20:26:30,1,1,1,1,1,1,1,1
2023-05-28 20:26:45,1,1,1,1,1,1,1,1
2023-05-28 20:27:00,1,1,1,1,1,1,1,1
2023-05-28 20:27:15,1,1,1,1,1,1,1,1
2023-05-28 20:27:30,1,1,1,1,1,1,1,1
2023-05-28 20:27:45,1,1,1,1,1,1,1,1
2023-05-28 20:28:00,1,1,1,1,1,1,1,1
2023-05-28 20:28:15,1,1,1,1,1,1,1,1
2023-05-28 20:28:30,1,1,1,1,1,1,1,1
2023-05-28 20:28:45,1,1,1,1,1,1,1,1
2023-05-28 20:29:00,1,1,1,1,1,1,1,1
2023-05-28 20:29:15,1,1,1,1,1,1,1,1
2023-05-28 20:29:30,1,1,1,1,1,1,1,1
2023-05-28 20:29:45,1,1,1,1,1,1,1,1
2023-05-28 20:30:00,1,1,1,1,1,1,1,1
2023-05-28 20:30:15,1,1,1,1,1,1,1,1
2023-05-28 20:30:30,1,1,1,1,1,1,1,1
2023-05-28 20:30:45,1,1,1,1,1,1,1,1
2023-05-28 20:31:00,1,1,1,1,1,1,1,1
2023-05-28 20:31:15,1,1,1,1,1,1,1,1
2023-05-28 20:31:30,1,1,1,1,1,1,1,1
2023-05-28 20:31:45,1,1,1,1,1,1,1,1
2023-05-28 20:32:00,1,1,1,1,1,1,1,1
2023-05-28 20:32:15,1,1,1,1,1,1,1,1
2023-05-28 20:32:30,1,1,1,1,1,1,1,1
2023-05-28 20:32:45,0,1,1,1,1,1,1,1

