"Time","Total Cost"
2023-05-28 20:24:45,72.19
2023-05-28 20:25:00,124.27
2023-05-28 20:25:15,124.27
2023-05-28 20:25:30,124.27
2023-05-28 20:25:45,124.27
2023-05-28 20:26:00,122.84
2023-05-28 20:26:15,122.84
2023-05-28 20:26:30,122.84
2023-05-28 20:26:45,122.84
2023-05-28 20:27:00,119.91
2023-05-28 20:27:15,119.91
2023-05-28 20:27:30,119.91
2023-05-28 20:27:45,119.91
2023-05-28 20:28:00,128.71
2023-05-28 20:28:15,128.71
2023-05-28 20:28:30,128.71
2023-05-28 20:28:45,128.71
2023-05-28 20:29:00,129.76
2023-05-28 20:29:15,129.76
2023-05-28 20:29:30,129.76
2023-05-28 20:29:45,129.76
2023-05-28 20:30:00,119.81
2023-05-28 20:30:15,119.81
2023-05-28 20:30:30,119.81
2023-05-28 20:30:45,119.81
2023-05-28 20:31:00,131.69
2023-05-28 20:31:15,131.69
2023-05-28 20:31:30,131.69
2023-05-28 20:31:45,131.69
2023-05-28 20:32:00,132.77
2023-05-28 20:32:15,132.77
2023-05-28 20:32:30,132.77
2023-05-28 20:32:45,132.77
2023-05-28 20:33:00,125.51
2023-05-28 20:33:15,125.51
2023-05-28 20:33:30,125.51
2023-05-28 20:33:45,125.51
2023-05-28 20:34:00,85.96
2023-05-28 20:34:15,85.96
2023-05-28 20:34:30,85.96
2023-05-28 20:34:45,85.96

