"Time","all-in-one"
2023-05-28 20:22:30,0.0414
2023-05-28 20:23:00,0.174
2023-05-28 20:23:30,2.05
2023-05-28 20:24:00,3.60
2023-05-28 20:24:30,3.52
2023-05-28 20:25:00,3.06
2023-05-28 20:25:30,3.47
2023-05-28 20:26:00,3.64
2023-05-28 20:26:30,3.58
2023-05-28 20:27:00,3.65
2023-05-28 20:27:30,3.65
2023-05-28 20:28:00,3.62
2023-05-28 20:28:30,3.38
2023-05-28 20:29:00,2.81
2023-05-28 20:29:30,3.64
2023-05-28 20:30:00,3.17
2023-05-28 20:30:30,3.66
2023-05-28 20:31:00,3.64
2023-05-28 20:31:30,3.68
2023-05-28 20:32:00,3.69
2023-05-28 20:32:30,3.02

