"Time","all-in-one"
2023-05-28 20:22:30,2000506880
2023-05-28 20:23:00,2053148672
2023-05-28 20:23:30,2293256192
2023-05-28 20:24:00,2548412416
2023-05-28 20:24:30,2621087744
2023-05-28 20:25:00,2661302272
2023-05-28 20:25:30,2788675584
2023-05-28 20:26:00,2862874624
2023-05-28 20:26:30,2894000128
2023-05-28 20:27:00,2976960512
2023-05-28 20:27:30,3067580416
2023-05-28 20:28:00,3173724160
2023-05-28 20:28:30,3172515840
2023-05-28 20:29:00,3335004160
2023-05-28 20:29:30,3351334912
2023-05-28 20:30:00,3467710464
2023-05-28 20:30:30,3542462464
2023-05-28 20:31:00,3518902272
2023-05-28 20:31:30,3685539840
2023-05-28 20:32:00,3606106112
2023-05-28 20:32:30,3713699840

