"Time","by-stack"
2024-02-26 23:17:15,3
2024-02-26 23:17:30,3
2024-02-26 23:17:45,3
2024-02-26 23:18:00,4
2024-02-26 23:18:15,5
2024-02-26 23:18:30,6
2024-02-26 23:18:45,6
2024-02-26 23:19:00,6
2024-02-26 23:19:15,6
2024-02-26 23:19:30,6
2024-02-26 23:19:45,6
2024-02-26 23:20:00,6
2024-02-26 23:20:15,6
2024-02-26 23:20:30,7
2024-02-26 23:20:45,7
2024-02-26 23:21:00,7
2024-02-26 23:21:15,7
2024-02-26 23:21:30,7
2024-02-26 23:21:45,7
2024-02-26 23:22:00,7
2024-02-26 23:22:15,7
2024-02-26 23:22:30,7
2024-02-26 23:22:45,7
2024-02-26 23:23:00,7
2024-02-26 23:23:15,7
2024-02-26 23:23:30,7
2024-02-26 23:23:45,7
2024-02-26 23:24:00,7
2024-02-26 23:24:15,7
2024-02-26 23:24:30,7
2024-02-26 23:24:45,7
2024-02-26 23:25:00,7
2024-02-26 23:25:15,7
2024-02-26 23:25:30,7
2024-02-26 23:25:45,6
2024-02-26 23:26:00,6
2024-02-26 23:26:15,6
2024-02-26 23:26:30,6
2024-02-26 23:26:45,6
2024-02-26 23:27:00,6
2024-02-26 23:27:15,6
