"Time","by-stack"
2024-02-26 23:17:30,0.763
2024-02-26 23:18:00,4.31
2024-02-26 23:18:30,4.99
2024-02-26 23:19:00,3.86
2024-02-26 23:19:30,4.68
2024-02-26 23:20:00,5.25
2024-02-26 23:20:30,5.48
2024-02-26 23:21:00,4.98
2024-02-26 23:21:30,5.04
2024-02-26 23:22:00,4.97
2024-02-26 23:22:30,5.13
2024-02-26 23:23:00,5.06
2024-02-26 23:23:30,4.92
2024-02-26 23:24:00,5.00
2024-02-26 23:24:30,4.96
2024-02-26 23:25:00,5.15
2024-02-26 23:25:30,5.33
2024-02-26 23:26:00,5.26
2024-02-26 23:26:30,5.10
2024-02-26 23:27:00,5.39
2024-02-26 23:27:30,3.75
