"Time","by-stack"
2024-02-26 23:17:30,22962176
2024-02-26 23:18:00,23175168
2024-02-26 23:18:30,51744768
2024-02-26 23:19:00,56078336
2024-02-26 23:19:30,83034112
2024-02-26 23:20:00,83320832
2024-02-26 23:20:30,149430272
2024-02-26 23:21:00,152576000
2024-02-26 23:21:30,176529408
2024-02-26 23:22:00,186535936
2024-02-26 23:22:30,225955840
2024-02-26 23:23:00,230150144
2024-02-26 23:23:30,266895360
2024-02-26 23:24:00,272224256
2024-02-26 23:24:30,299487232
2024-02-26 23:25:00,319975424
2024-02-26 23:25:30,342077440
2024-02-26 23:26:00,352055296
2024-02-26 23:26:30,377159680
2024-02-26 23:27:00,379252736
2024-02-26 23:27:30,401907712
