"workload","scenario","Min","First.Quartile","Median","Third.Quartile","Maximum"
"300","benchmark",2.66631126403809,9.99641704559326,13.781840801239,14.9541435241699,16.2870063781738
"300","all-in-one",7.10399150848389,9.8499174118042,11.4215493202209,12.4286489486694,13.0422801971436
"300","by-stack",9.09429931640625,11.7096004486084,13.1516571044922,14.6629772186279,16.3313732147217
"300","by-dependencies",0.0101194381713867,8.65727710723877,13.5613632202148,14.8456783294678,15.7745571136475
"2400","benchmark",4.90944862365723,8.5056791305542,9.81667280197144,10.9770574569702,13.2179889678955
"2400","all-in-one",3.11932849884033,7.31947994232178,9.02131795883179,10.1955890655518,13.1783714294434
"2400","by-stack",4.50438404083252,8.74056148529053,10.2940378189087,11.6676425933838,14.1862239837646
"2400","by-dependencies",6.16344833374023,8.4929780960083,9.81736278533936,10.8764667510986,14.3526573181152
"4500","benchmark",0.0101318359375,0.197895050048828,6.16059637069702,9.09324836730957,12.1420526504517
"4500","all-in-one",1.5711555480957,5.97932147979736,7.53054857254028,9.1024923324585,11.5670127868652
"4500","by-stack",0.00936603546142578,2.16500091552734,8.12029457092285,10.0796518325806,12.7529134750366
"4500","by-dependencies",0.0102949142456055,0.245944023132324,5.66789150238037,9.93666458129883,11.3499879837036
