"Time","by-dependencies"
2024-02-26 22:30:30,2168229888
2024-02-26 22:31:00,2360111104
2024-02-26 22:31:30,2752266240
2024-02-26 22:32:00,3293274112
2024-02-26 22:32:30,3658354688
2024-02-26 22:33:00,3773505536
2024-02-26 22:33:30,3867000832
2024-02-26 22:34:00,4029665280
2024-02-26 22:34:30,4131155968
2024-02-26 22:35:00,4153692160
2024-02-26 22:35:30,4186451968
2024-02-26 22:36:00,4240093184
2024-02-26 22:36:30,4308021248
2024-02-26 22:37:00,4337479680
2024-02-26 22:37:30,4359618560
2024-02-26 22:38:00,4368773120
2024-02-26 22:38:30,4354314240
2024-02-26 22:39:00,4360855552
2024-02-26 22:39:30,4362100736
2024-02-26 22:40:00,4378189824
2024-02-26 22:40:30,4364083200
