"Time","by-dependencies"
2024-02-26 22:30:30,0.0524
2024-02-26 22:31:00,1.44
2024-02-26 22:31:30,3.66
2024-02-26 22:32:00,4.58
2024-02-26 22:32:30,4.11
2024-02-26 22:33:00,4.02
2024-02-26 22:33:30,3.86
2024-02-26 22:34:00,3.98
2024-02-26 22:34:30,4.11
2024-02-26 22:35:00,4.47
2024-02-26 22:35:30,4.55
2024-02-26 22:36:00,5.01
2024-02-26 22:36:30,5.06
2024-02-26 22:37:00,4.96
2024-02-26 22:37:30,5.15
2024-02-26 22:38:00,5.01
2024-02-26 22:38:30,4.88
2024-02-26 22:39:00,4.88
2024-02-26 22:39:30,5.12
2024-02-26 22:40:00,5.12
2024-02-26 22:40:30,5.16
