"Time","all-in-one"
2023-05-28 09:42:30,0.0390
2023-05-28 09:43:00,0.0409
2023-05-28 09:43:30,1.95
2023-05-28 09:44:00,3.19
2023-05-28 09:44:30,3.21
2023-05-28 09:45:00,2.84
2023-05-28 09:45:30,3.23
2023-05-28 09:46:00,3.28
2023-05-28 09:46:30,2.52
2023-05-28 09:47:00,3.34
2023-05-28 09:47:30,3.31
2023-05-28 09:48:00,2.74
2023-05-28 09:48:30,3.59
2023-05-28 09:49:00,3.21
2023-05-28 09:49:30,3.61
2023-05-28 09:50:00,3.38
2023-05-28 09:50:30,3.62
2023-05-28 09:51:00,3.64
2023-05-28 09:51:30,3.17
2023-05-28 09:52:00,3.55
2023-05-28 09:52:30,3.59

