"Time","all-in-one"
2023-05-28 09:42:30,2375008256
2023-05-28 09:43:00,2375917568
2023-05-28 09:43:30,2503852032
2023-05-28 09:44:00,2577063936
2023-05-28 09:44:30,2616209408
2023-05-28 09:45:00,2667233280
2023-05-28 09:45:30,2740248576
2023-05-28 09:46:00,2813575168
2023-05-28 09:46:30,2858995712
2023-05-28 09:47:00,2895560704
2023-05-28 09:47:30,2925342720
2023-05-28 09:48:00,2989846528
2023-05-28 09:48:30,3169280000
2023-05-28 09:49:00,3208372224
2023-05-28 09:49:30,3187019776
2023-05-28 09:50:00,3147382784
2023-05-28 09:50:30,3178569728
2023-05-28 09:51:00,3167535104
2023-05-28 09:51:30,3159724032
2023-05-28 09:52:00,3168108544
2023-05-28 09:52:30,3181375488

