"Time","by-stack"
2024-01-23 04:53:30,0.442
2024-01-23 04:54:00,2.62
2024-01-23 04:54:30,4.62
2024-01-23 04:55:00,5.06
2024-01-23 04:55:30,4.75
2024-01-23 04:56:00,4.82
2024-01-23 04:56:30,5.90
2024-01-23 04:57:00,4.41
2024-01-23 04:57:30,4.48
2024-01-23 04:58:00,5.27
2024-01-23 04:58:30,5.01
2024-01-23 04:59:00,5.20
2024-01-23 04:59:30,4.88
2024-01-23 05:00:00,5.19
2024-01-23 05:00:30,5.19
2024-01-23 05:01:00,5.04
2024-01-23 05:01:30,5.07
2024-01-23 05:02:00,4.81
2024-01-23 05:02:30,5.22
2024-01-23 05:03:00,5.34
2024-01-23 05:03:30,5.24
