"Time","by-stack"
2024-01-23 04:53:30,3
2024-01-23 04:53:45,3
2024-01-23 04:54:00,3
2024-01-23 04:54:15,4
2024-01-23 04:54:30,5
2024-01-23 04:54:45,6
2024-01-23 04:55:00,6
2024-01-23 04:55:15,6
2024-01-23 04:55:30,6
2024-01-23 04:55:45,6
2024-01-23 04:56:00,6
2024-01-23 04:56:15,6
2024-01-23 04:56:30,7
2024-01-23 04:56:45,7
2024-01-23 04:57:00,7
2024-01-23 04:57:15,7
2024-01-23 04:57:30,7
2024-01-23 04:57:45,7
2024-01-23 04:58:00,7
2024-01-23 04:58:15,7
2024-01-23 04:58:30,7
2024-01-23 04:58:45,7
2024-01-23 04:59:00,7
2024-01-23 04:59:15,7
2024-01-23 04:59:30,7
2024-01-23 04:59:45,7
2024-01-23 05:00:00,7
2024-01-23 05:00:15,7
2024-01-23 05:00:30,7
2024-01-23 05:00:45,7
2024-01-23 05:01:00,7
2024-01-23 05:01:15,7
2024-01-23 05:01:30,7
2024-01-23 05:01:45,7
2024-01-23 05:02:00,7
2024-01-23 05:02:15,7
2024-01-23 05:02:30,6
2024-01-23 05:02:45,6
2024-01-23 05:03:00,6
2024-01-23 05:03:15,6
2024-01-23 05:03:30,6
