"Time","by-dependencies"
2023-05-28 11:44:00,6021120
2023-05-28 11:44:30,6021120
2023-05-28 11:45:00,21753856
2023-05-28 11:45:30,23511040
2023-05-28 11:46:00,50397184
2023-05-28 11:46:30,56688640
2023-05-28 11:47:00,90329088
2023-05-28 11:47:30,102912000
2023-05-28 11:48:00,121294848
2023-05-28 11:48:30,123367424
2023-05-28 11:49:00,145182720
2023-05-28 11:49:30,144990208
2023-05-28 11:50:00,169074688
2023-05-28 11:50:30,181919744
2023-05-28 11:51:00,187740160
2023-05-28 11:51:30,185163776
2023-05-28 11:52:00,185163776
2023-05-28 11:52:30,189358080
2023-05-28 11:53:00,189374464
2023-05-28 11:53:30,128897024
2023-05-28 11:54:00,123125760

