"Time","by-dependencies - by-dependencies","by-dependencies - carts","by-dependencies - carts-db","by-dependencies - catalogue","by-dependencies - catalogue-db","by-dependencies - front-end","by-dependencies - orders-db","by-dependencies - queue-master","by-dependencies - rabbitmq","by-dependencies - rabbitmq-exporter","by-dependencies - session-db","by-dependencies - user","by-dependencies - user-db"
2023-05-28 11:44:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:44:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:44:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:44:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:45:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:45:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:45:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:46:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:46:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:46:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:46:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:47:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:47:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:47:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:47:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:48:00,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:48:15,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:48:30,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:48:45,0,0,0,0,0,0,0,0,0,0,0,0,0
2023-05-28 11:49:00,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-28 11:49:15,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-28 11:49:30,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-28 11:49:45,0,0,0,0,0,1,0,0,0,0,0,0,0
2023-05-28 11:50:00,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-05-28 11:50:15,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-05-28 11:50:30,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-05-28 11:50:45,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-05-28 11:51:00,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-05-28 11:51:15,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-05-28 11:51:30,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-05-28 11:51:45,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-05-28 11:52:00,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-05-28 11:52:15,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-05-28 11:52:30,0,0,0,0,0,1,0,0,0,0,0,1,0
2023-05-28 11:52:45,0,0,0,0,0,2,0,0,0,0,0,1,0
2023-05-28 11:53:00,0,0,0,0,0,2,0,0,0,0,0,1,0
2023-05-28 11:53:15,0,0,0,0,0,2,0,0,0,0,0,1,0
2023-05-28 11:53:30,0,0,0,0,0,2,0,0,0,0,0,1,0
2023-05-28 11:53:45,0,0,0,1,0,2,0,0,0,0,0,1,0
2023-05-28 11:54:00,0,0,0,1,0,2,0,0,0,0,0,1,0

