Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,18732,2060,99,6214.313757355113,6,99987,7732.561178731582,31.240340128622115,3.435570182840143,99,180,1600,2300,6900,60000,61000,61000,86000,98000,100000
GET,/basket.html,16891,3732,68,13233.327782644954,5,121436,17933.821561778463,28.17000774677323,6.224052389494861,68,140,2400,20000,67000,67000,72000,75000,104000,121000,121000
DELETE,/cart,14714,4082,6700,17278.306850618457,8,121444,0.0,24.539310519567895,6.8077657700744965,6700,7700,8900,56000,61000,63000,70000,72000,91000,121000,121000
POST,/cart,17027,4196,8600,21114.05861279145,7,128780,0.03758736124977976,28.396822088941317,6.997889556891864,8600,9600,11000,15000,76000,83000,98000,98000,128000,129000,129000
GET,/category.html,17678,1285,64,4176.626202059057,5,121442,10680.76558434212,29.482528976819438,2.143061982985235,64,120,1700,2600,3000,60000,67000,70000,75000,121000,121000
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,1904,106,62,3063.1670168067226,5,70193,9787.012605042017,3.1754007903532195,0.1767817666898326,62,120,2100,3000,3000,4000,60000,60000,65000,70000,70000
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,1921,114,62,2901.5845913586672,5,73537,9748.957834461218,3.2037525831242304,0.19012378681736714,62,120,2100,3000,3000,4000,60000,60000,71000,74000,74000
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,2008,105,61,2916.703685258964,5,70221,9822.057768924304,3.3488470520111684,0.17511401417389078,61,120,2100,3000,3000,3800,60000,60000,70000,70000,70000
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,1936,101,58,2823.1043388429753,5,74466,9823.316115702479,3.2287688708633575,0.1684430041101235,58,120,2000,2900,3000,3800,60000,60000,70000,74000,74000
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,1973,106,58,2841.41611758743,5,121415,9807.191079574253,3.290475713953205,0.1767817666898326,58,110,330,2800,3000,4000,60000,60000,70000,121000,121000
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,1927,93,58,2785.2760768033213,5,70335,9863.81733264141,3.213759098219881,0.15510098398258898,58,110,1000,3000,3000,3800,60000,60000,70000,70000,70000
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,2013,123,58,3197.6999503229013,5,70190,9730.730253353204,3.3571858145908773,0.20513355946084347,58,120,1000,3000,3000,4000,60000,60000,65000,70000,70000
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,1924,122,61,3085.318607068607,5,70548,9706.823284823286,3.2087558406720555,0.20346580694490166,61,120,2000,3000,3000,4100,60000,60000,70000,71000,71000
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,1970,103,58,2884.3685279187816,5,91507,9822.125888324874,3.285472456405379,0.17177850914200715,58,120,2100,3000,3000,3800,60000,60000,70000,92000,92000
GET,/login,17899,1868,7300,11274.597626167384,7,122172,9.883457176378569,29.851102282842582,3.115361699779314,7300,7900,8600,9200,13000,60000,76000,76000,92000,105000,122000
POST,/orders,16798,9257,36000,36990.32146684129,8,125974,276.3005119657102,28.01490676279064,15.438385040073399,36000,59000,60000,60000,60000,82000,103000,112000,120000,124000,126000
,Aggregated,137315,27453,3500,13854.507838110927,5,128780,5924.141004260277,229.0074367265506,45.7848098201507,3500,7500,9100,13000,60000,67000,77000,93000,116000,128000,129000
