"Time","by-dependencies"
2023-05-26 18:34:00,2048499712
2023-05-26 18:34:30,2054672384
2023-05-26 18:35:00,2482262016
2023-05-26 18:35:30,2697482240
2023-05-26 18:36:00,2776903680
2023-05-26 18:36:30,2857549824
2023-05-26 18:37:00,2943066112
2023-05-26 18:37:30,3003498496
2023-05-26 18:38:00,3083321344
2023-05-26 18:38:30,3084083200
2023-05-26 18:39:00,3168538624
2023-05-26 18:39:30,3176742912
2023-05-26 18:40:00,3213889536
2023-05-26 18:40:30,3416481792
2023-05-26 18:41:00,3764563968
2023-05-26 18:41:30,3825414144
2023-05-26 18:42:00,3770134528
2023-05-26 18:42:30,3832356864
2023-05-26 18:43:00,3812999168
2023-05-26 18:43:30,3814191104
2023-05-26 18:44:00,3227619328

