"Time","by-dependencies"
2023-05-26 18:34:00,3465216
2023-05-26 18:34:30,3465216
2023-05-26 18:35:00,5529600
2023-05-26 18:35:30,5529600
2023-05-26 18:36:00,31547392
2023-05-26 18:36:30,34168832
2023-05-26 18:37:00,80392192
2023-05-26 18:37:30,80392192
2023-05-26 18:38:00,111882240
2023-05-26 18:38:30,111882240
2023-05-26 18:39:00,148910080
2023-05-26 18:39:30,148713472
2023-05-26 18:40:00,155369472
2023-05-26 18:40:30,159563776
2023-05-26 18:41:00,169050112
2023-05-26 18:41:30,177963008
2023-05-26 18:42:00,177967104
2023-05-26 18:42:30,177987584
2023-05-26 18:43:00,177987584
2023-05-26 18:43:30,177987584
2023-05-26 18:44:00,109645824

