"Time","by-stack"
2023-05-26 15:25:00,2048000
2023-05-26 15:25:30,6762496
2023-05-26 15:26:00,8024064
2023-05-26 15:26:30,22155264
2023-05-26 15:27:00,40415232
2023-05-26 15:27:30,52490240
2023-05-26 15:28:00,74440704
2023-05-26 15:28:30,76120064
2023-05-26 15:29:00,112902144
2023-05-26 15:29:30,132907008
2023-05-26 15:30:00,145833984
2023-05-26 15:30:30,163258368
2023-05-26 15:31:00,172744704
2023-05-26 15:31:30,181133312
2023-05-26 15:32:00,182865920
2023-05-26 15:32:30,191094784
2023-05-26 15:33:00,196841472
2023-05-26 15:33:30,196841472
2023-05-26 15:34:00,211603456
2023-05-26 15:34:30,214749184
2023-05-26 15:35:00,237899776

