"Time","by-stack"
2023-05-26 15:25:00,0.0512
2023-05-26 15:25:30,0.986
2023-05-26 15:26:00,3.26
2023-05-26 15:26:30,3.51
2023-05-26 15:27:00,3.53
2023-05-26 15:27:30,3.28
2023-05-26 15:28:00,3.52
2023-05-26 15:28:30,3.58
2023-05-26 15:29:00,3.49
2023-05-26 15:29:30,3.46
2023-05-26 15:30:00,3.03
2023-05-26 15:30:30,3.51
2023-05-26 15:31:00,3.18
2023-05-26 15:31:30,3.50
2023-05-26 15:32:00,3.55
2023-05-26 15:32:30,3.46
2023-05-26 15:33:00,3.28
2023-05-26 15:33:30,3.55
2023-05-26 15:34:00,3.38
2023-05-26 15:34:30,3.23
2023-05-26 15:35:00,3.45

