"Time","receive - by-stack","transmit - by-stack"
2023-05-27 11:24:00,10730,-16828
2023-05-27 11:24:30,12268,-22206
2023-05-27 11:25:00,3217855,-3984998
2023-05-27 11:25:30,8229342,-10224028
2023-05-27 11:26:00,12617361,-15270009
2023-05-27 11:26:30,14359617,-17320082
2023-05-27 11:27:00,12083765,-14494140
2023-05-27 11:27:30,14420086,-17488071
2023-05-27 11:28:00,15676359,-17990303
2023-05-27 11:28:30,16226706,-19550057
2023-05-27 11:29:00,16329483,-19690783
2023-05-27 11:29:30,16029198,-19269327
2023-05-27 11:30:00,15795574,-19007935
2023-05-27 11:30:30,15668529,-18919215
2023-05-27 11:31:00,13777585,-17030103
2023-05-27 11:31:30,15909715,-19148811
2023-05-27 11:32:00,16033912,-19318143
2023-05-27 11:32:30,16531397,-19967725
2023-05-27 11:33:00,16491860,-19891295
2023-05-27 11:33:30,16586409,-19990940
2023-05-27 11:34:00,17124686,-20646610

