"Time","by-stack"
2023-05-27 11:24:00,2012233728
2023-05-27 11:24:30,2049204224
2023-05-27 11:25:00,2217545728
2023-05-27 11:25:30,2274123776
2023-05-27 11:26:00,2364764160
2023-05-27 11:26:30,2390274048
2023-05-27 11:27:00,2473586688
2023-05-27 11:27:30,2505900032
2023-05-27 11:28:00,2527510528
2023-05-27 11:28:30,2541617152
2023-05-27 11:29:00,2564296704
2023-05-27 11:29:30,2588381184
2023-05-27 11:30:00,2619043840
2023-05-27 11:30:30,2643296256
2023-05-27 11:31:00,2632609792
2023-05-27 11:31:30,2663075840
2023-05-27 11:32:00,2647511040
2023-05-27 11:32:30,2668060672
2023-05-27 11:33:00,2677821440
2023-05-27 11:33:30,2670399488
2023-05-27 11:34:00,2682511360

