Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,28201,0,270,427.3214779617744,6,3088,8688.0,46.927881334294916,0.0,270,420,580,710,1000,1500,1700,1900,2400,2800,3100
GET,/basket.html,27307,0,210,361.86278243673786,5,3256,23020.0,45.440220403375456,0.0,210,340,480,600,880,1300,1700,1900,2600,3200,3300
DELETE,/cart,24980,0,4600,4055.7608887109686,28,8482,0.0,41.56797545231329,0.0,4600,5000,5100,5300,5600,5900,6200,6400,7100,7900,8500
POST,/cart,27321,28,6300,5750.71768968925,33,11551,0.06559057135536767,45.463517106991645,0.04659340723237679,6300,6800,7000,7200,7700,8100,8500,8900,9800,11000,12000
GET,/category.html,27787,0,220,365.4009788750135,5,3057,11518.0,46.23896452735906,0.0,220,360,520,640,900,1200,1600,1800,2200,2700,3100
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,3104,0,220,377.71069587628864,5,2521,10364.0,5.165212001760627,0.0,220,360,520,670,980,1300,1600,1900,2300,2500,2500
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,3126,0,210,358.5700575815739,5,2792,10364.0,5.201821107443208,0.0,210,330,500,630,910,1200,1600,1900,2300,2800,2800
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,3045,0,220,370.23152709359607,5,2338,10364.0,5.067033036520975,0.0,220,340,510,640,910,1300,1700,1900,2200,2300,2300
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,3083,0,220,378.3756081738566,5,2792,10364.0,5.130266946336344,0.0,220,360,540,670,960,1300,1700,1900,2300,2800,2800
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,3059,0,220,371.6616541353383,5,2799,10364.0,5.090329740137164,0.0,220,350,520,650,930,1300,1600,1900,2300,2800,2800
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,3120,0,220,380.33717948717947,5,2789,10364.0,5.191836805893413,0.0,220,360,530,670,960,1400,1700,1900,2300,2800,2800
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,3122,0,220,363.0627802690583,5,2787,10364.0,5.195164906410011,0.0,220,360,510,610,890,1200,1500,1800,2300,2800,2800
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,2985,0,210,360.3752093802345,5,2910,10364.0,4.967190021023025,0.0,210,340,490,600,920,1300,1600,1900,2300,2900,2900
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,3103,0,220,385.4141153722204,5,2815,10364.0,5.163547951502327,0.0,220,380,530,660,990,1400,1700,1900,2400,2800,2800
GET,/login,27814,0,5400,4859.213130078378,22,9402,12.998130437908967,46.28389388433314,0.0,5400,5800,6000,6100,6500,6900,7300,7500,8300,9100,9400
POST,/orders,25283,1,31000,24162.88541707867,156,43624,605.688328125618,42.07218268057794,0.001664050258299171,31000,36000,37000,37000,39000,40000,41000,42000,43000,43000,44000
,Aggregated,216440,29,1200,4836.879624838292,5,43624,6916.073470707817,360.1670379062725,0.048257457490675955,1200,4700,5600,6100,7800,34000,38000,40000,42000,43000,44000
