"Time","by-stack"
2023-05-28 09:53:30,0.0406
2023-05-28 09:54:00,0.0489
2023-05-28 09:54:30,2.25
2023-05-28 09:55:00,2.67
2023-05-28 09:55:30,3.58
2023-05-28 09:56:00,3.60
2023-05-28 09:56:30,3.48
2023-05-28 09:57:00,3.62
2023-05-28 09:57:30,3.43
2023-05-28 09:58:00,3.59
2023-05-28 09:58:30,3.34
2023-05-28 09:59:00,3.59
2023-05-28 09:59:30,3.59
2023-05-28 10:00:00,3.59
2023-05-28 10:00:30,3.38
2023-05-28 10:01:00,3.59
2023-05-28 10:01:30,3.61
2023-05-28 10:02:00,3.45
2023-05-28 10:02:30,3.42
2023-05-28 10:03:00,3.40
2023-05-28 10:03:30,3.60

