"Time","all-in-one"
2024-02-27 06:45:00,31174656
2024-02-27 06:45:30,31686656
2024-02-27 06:46:00,44302336
2024-02-27 06:46:30,44302336
2024-02-27 06:47:00,74575872
2024-02-27 06:47:30,107249664
2024-02-27 06:48:00,118562816
2024-02-27 06:48:30,118575104
2024-02-27 06:49:00,153280512
2024-02-27 06:49:30,180629504
2024-02-27 06:50:00,172249088
2024-02-27 06:50:30,212721664
2024-02-27 06:51:00,230146048
2024-02-27 06:51:30,230146048
2024-02-27 06:52:00,232312832
2024-02-27 06:52:30,236507136
2024-02-27 06:53:00,228581376
2024-02-27 06:53:30,228581376
2024-02-27 06:54:00,235421696
2024-02-27 06:54:30,239616000
2024-02-27 06:55:00,243814400
