sep=,
"Time","by-dependencies"
2023-03-30 07:32:30,33255424
2023-03-30 07:33:00,33333248
2023-03-30 07:33:30,34607104
2023-03-30 07:34:00,34607104
2023-03-30 07:34:30,57040896
2023-03-30 07:35:00,57040896
2023-03-30 07:35:30,98832384
2023-03-30 07:36:00,98832384
2023-03-30 07:36:30,137412608
2023-03-30 07:37:00,137412608
2023-03-30 07:37:30,173793280
2023-03-30 07:38:00,174055424
2023-03-30 07:38:30,213499904
2023-03-30 07:39:00,213499904
2023-03-30 07:39:30,225120256
2023-03-30 07:40:00,225120256
2023-03-30 07:40:30,245915648
2023-03-30 07:41:00,245915648
2023-03-30 07:41:30,260374528
2023-03-30 07:42:00,268500992
2023-03-30 07:42:30,292704256

