sep=,
"Time","by-dependencies"
2023-03-30 07:32:30,2095140864
2023-03-30 07:33:00,2123984896
2023-03-30 07:33:30,2279456768
2023-03-30 07:34:00,2365075456
2023-03-30 07:34:30,2410041344
2023-03-30 07:35:00,2480021504
2023-03-30 07:35:30,2516926464
2023-03-30 07:36:00,2540101632
2023-03-30 07:36:30,2588225536
2023-03-30 07:37:00,2623082496
2023-03-30 07:37:30,2636869632
2023-03-30 07:38:00,2641330176
2023-03-30 07:38:30,2661224448
2023-03-30 07:39:00,2685407232
2023-03-30 07:39:30,2678841344
2023-03-30 07:40:00,2676363264
2023-03-30 07:40:30,2694377472
2023-03-30 07:41:00,2688704512
2023-03-30 07:41:30,2693890048
2023-03-30 07:42:00,2705768448
2023-03-30 07:42:30,2712825856

