sep=,
"Time","Total Cost"
2023-03-30 07:34:15,36.01
2023-03-30 07:34:30,68.87
2023-03-30 07:34:45,68.87
2023-03-30 07:35:00,68.87
2023-03-30 07:35:15,68.87
2023-03-30 07:35:30,103.76
2023-03-30 07:35:45,103.76
2023-03-30 07:36:00,103.76
2023-03-30 07:36:15,103.76
2023-03-30 07:36:30,101.65
2023-03-30 07:36:45,101.65
2023-03-30 07:37:00,101.65
2023-03-30 07:37:15,101.65
2023-03-30 07:37:30,99.56
2023-03-30 07:37:45,99.56
2023-03-30 07:38:00,99.56
2023-03-30 07:38:15,99.56
2023-03-30 07:38:30,102.56
2023-03-30 07:38:45,102.56
2023-03-30 07:39:00,102.56
2023-03-30 07:39:15,102.56
2023-03-30 07:39:30,102.59
2023-03-30 07:39:45,102.59
2023-03-30 07:40:00,102.59
2023-03-30 07:40:15,102.59
2023-03-30 07:40:30,103.89
2023-03-30 07:40:45,103.89
2023-03-30 07:41:00,103.89
2023-03-30 07:41:15,103.89
2023-03-30 07:41:30,103.28
2023-03-30 07:41:45,103.28
2023-03-30 07:42:00,103.28
2023-03-30 07:42:15,103.28
2023-03-30 07:42:30,103.32
2023-03-30 07:42:45,103.32
2023-03-30 07:43:00,103.32
2023-03-30 07:43:15,103.32
2023-03-30 07:43:30,101.81
2023-03-30 07:43:45,101.81
2023-03-30 07:44:00,101.81
2023-03-30 07:44:15,101.81

