"Time","by-stack"
2024-01-20 01:55:30,0.332
2024-01-20 01:56:00,2.48
2024-01-20 01:56:30,4.95
2024-01-20 01:57:00,5.24
2024-01-20 01:57:30,5.36
2024-01-20 01:58:00,6.11
2024-01-20 01:58:30,4.96
2024-01-20 01:59:00,5.07
2024-01-20 01:59:30,4.43
2024-01-20 02:00:00,4.37
2024-01-20 02:00:30,5.10
2024-01-20 02:01:00,5.14
2024-01-20 02:01:30,4.67
2024-01-20 02:02:00,4.49
2024-01-20 02:02:30,4.81
2024-01-20 02:03:00,4.26
2024-01-20 02:03:30,5.27
2024-01-20 02:04:00,6.53
2024-01-20 02:04:30,6.26
2024-01-20 02:05:00,5.59
2024-01-20 02:05:30,4.93
