"Time","by-stack"
2024-01-20 01:55:30,2424283136
2024-01-20 01:56:00,2796666880
2024-01-20 01:56:30,3735023616
2024-01-20 01:57:00,4403113984
2024-01-20 01:57:30,4655607808
2024-01-20 01:58:00,4865150976
2024-01-20 01:58:30,5180669952
2024-01-20 01:59:00,5338693632
2024-01-20 01:59:30,6146433024
2024-01-20 02:00:00,6707302400
2024-01-20 02:00:30,6783504384
2024-01-20 02:01:00,6828605440
2024-01-20 02:01:30,6992158720
2024-01-20 02:02:00,7104954368
2024-01-20 02:02:30,7172808704
2024-01-20 02:03:00,7235006464
2024-01-20 02:03:30,7813263360
2024-01-20 02:04:00,8193327104
2024-01-20 02:04:30,8468160512
2024-01-20 02:05:00,8512094208
2024-01-20 02:05:30,8540807168
