"Time","receive - by-stack","transmit - by-stack"
2024-01-20 01:55:30,603948,-642459
2024-01-20 01:56:00,6125477,-8015755
2024-01-20 01:56:30,11852269,-14693602
2024-01-20 01:57:00,12395124,-14030903
2024-01-20 01:57:30,20945786,-25376401
2024-01-20 01:58:00,28135298,-33601885
2024-01-20 01:58:30,23860296,-28094308
2024-01-20 01:59:00,13435550,-15786490
2024-01-20 01:59:30,10676782,-12648391
2024-01-20 02:00:00,6139955,-7479676
2024-01-20 02:00:30,11736535,-14572209
2024-01-20 02:01:00,16691638,-20122386
2024-01-20 02:01:30,12092642,-14360822
2024-01-20 02:02:00,8596337,-10287662
2024-01-20 02:02:30,10414355,-12293824
2024-01-20 02:03:00,11309999,-13551049
2024-01-20 02:03:30,10533437,-12653626
2024-01-20 02:04:00,10909967,-12883953
2024-01-20 02:04:30,11100374,-13263246
2024-01-20 02:05:00,11878747,-14276209
2024-01-20 02:05:30,10565574,-12648593
